"","Date","Heathrow","Haringey"
"802","12/03/2002",31.8,25.4
"803","13/03/2002",16.5,12.5
"804","14/03/2002",19.8,15.7
"805","15/03/2002",28.1,28.8
"806","16/03/2002",15.5,22.1
"807","17/03/2002",13.3,16.6
"808","18/03/2002",10.3,13.3
"809","19/03/2002",17.5,17.9
"810","20/03/2002",15.5,16.2
"811","21/03/2002",16.5,17.5
"812","22/03/2002",27.7,20.2
"813","23/03/2002",12.6,14.6
"814","24/03/2002",19.5,25.6
"815","25/03/2002",31.4,36.9
"816","26/03/2002",23,19.9
"817","27/03/2002",24.2,22.8
"818","28/03/2002",35.7,29
"819","29/03/2002",37.1,38.1
"820","30/03/2002",43.2,39.4
"821","31/03/2002",23.2,22.2
"822","01/04/2002",25,26.4
"823","02/04/2002",32.8,41.8
"824","03/04/2002",34.3,43.2
"825","04/04/2002",52.8,49.5
"826","05/04/2002",59.3,48.1
"827","06/04/2002",42.9,31.8
"828","07/04/2002",22.5,18.9
"829","08/04/2002",31.1,24.4
"830","09/04/2002",25.1,21.8
"831","10/04/2002",42.6,40.4
"832","11/04/2002",44.7,39.9
"833","12/04/2002",38,34.4
"834","13/04/2002",16.4,13.9
"835","14/04/2002",22.4,16.8
"836","15/04/2002",28,22.6
"837","16/04/2002",27.9,25.9
"838","17/04/2002",20.5,22.2
"839","18/04/2002",11.4,13.2
"840","19/04/2002",22.6,20.8
"841","20/04/2002",30.7,27
"842","21/04/2002",20.4,24
"843","22/04/2002",21.5,20.9
"844","23/04/2002",22.9,22.7
"845","24/04/2002",17.8,18.2
"846","25/04/2002",22.3,20.1
"847","26/04/2002",11,12.1
"848","27/04/2002",NA,12.3
"849","28/04/2002",7.9,9.8
"850","29/04/2002",18.8,16.3
"851","30/04/2002",13,14.1
"852","01/05/2002",9.1,12.6
"853","02/05/2002",20.2,14.9
"854","03/05/2002",20.4,16.6
"855","04/05/2002",15.4,14.6
"856","05/05/2002",15.2,14.7
"857","06/05/2002",17.2,13.5
"858","07/05/2002",19.4,18.8
"859","08/05/2002",24.1,20.5
"860","09/05/2002",33.6,28.8
"861","10/05/2002",54.7,46.6
"862","11/05/2002",23.3,25.9
"863","12/05/2002",21.1,21.5
"864","13/05/2002",11.4,15.4
"865","14/05/2002",18.3,18.6
"866","15/05/2002",18.2,19.6
"867","16/05/2002",24.4,30.5
"868","17/05/2002",43.5,30.6
"869","18/05/2002",14.5,16.8
"870","19/05/2002",17.6,18.6
"871","20/05/2002",15.9,20.6
"872","21/05/2002",14.7,18.4
"873","22/05/2002",17,20.1
"874","23/05/2002",19.4,20.3
"875","24/05/2002",18.5,20.5
"876","25/05/2002",15,17.1
"877","26/05/2002",9,11.4
"878","27/05/2002",11.8,16.7
"879","28/05/2002",15.4,19.9
"880","29/05/2002",16.7,17
"881","30/05/2002",NA,22.3
"882","31/05/2002",NA,22.9
"883","01/06/2002",NA,25.6
"884","02/06/2002",NA,26.5
"885","03/06/2002",NA,18.6
"886","04/06/2002",14.1,15.5
"887","05/06/2002",18.2,16.1
"888","06/06/2002",33.3,22.5
"889","07/06/2002",11.3,17.3
"890","08/06/2002",16.6,16.9
"891","09/06/2002",14.1,14.1
"892","10/06/2002",18.1,17.1
"893","11/06/2002",15.2,16.4
"894","12/06/2002",11.5,11.5
"895","13/06/2002",12.9,12.2
"896","14/06/2002",17.4,19.1
"897","15/06/2002",16.3,16.1
"898","16/06/2002",19.5,16.8
"899","17/06/2002",20.4,23.2
"900","18/06/2002",17.7,18
"901","19/06/2002",16,17.3
"902","20/06/2002",19.2,NA
"903","21/06/2002",15.1,17.5
"904","22/06/2002",11.5,12.4
"905","23/06/2002",11.6,10.5
"906","24/06/2002",15.5,15.8
"907","25/06/2002",19.5,18.4
"908","26/06/2002",19.7,22.8
"909","27/06/2002",16.6,15
"910","28/06/2002",NA,19.6
"911","29/06/2002",17.6,18.6
"912","30/06/2002",13,14.2
"913","01/07/2002",10.4,10.3
"914","02/07/2002",14,13.8
"915","03/07/2002",15.3,12.7
"916","04/07/2002",15.2,16
"917","05/07/2002",13.4,15.9
"918","06/07/2002",18.3,18.3
"919","07/07/2002",12.9,12.2
"920","08/07/2002",10.1,9.7
"921","09/07/2002",8.8,11.6
"922","10/07/2002",12,14
"923","11/07/2002",15.8,12.8
"924","12/07/2002",20.3,17
"925","13/07/2002",21.9,17.6
"926","14/07/2002",25.5,19.5
"927","15/07/2002",31.8,24.9
"928","16/07/2002",30.4,24.5
"929","17/07/2002",21.7,18.8
"930","18/07/2002",23.4,17.7
"931","19/07/2002",13.1,19.5
"932","20/07/2002",17.8,16.9
"933","21/07/2002",17.1,13.8
"934","22/07/2002",19,17.7
"935","23/07/2002",13.6,13.8
"936","24/07/2002",15.3,11.4
"937","25/07/2002",14,14.4
"938","26/07/2002",16.4,19.3
"939","27/07/2002",16.5,20.1
"940","28/07/2002",21.7,23.2
"941","29/07/2002",40.2,37.2
"942","30/07/2002",43.4,38.2
"943","31/07/2002",22.3,21
"944","01/08/2002",18.3,19.1
"945","02/08/2002",17.9,17.5
"946","03/08/2002",16.1,15.3
"947","04/08/2002",19.1,14.3
"948","05/08/2002",24.8,19.8
"949","06/08/2002",29.6,20.6
"950","07/08/2002",30.8,26
"951","08/08/2002",16.2,19.5
"952","09/08/2002",12.2,14.4
"953","10/08/2002",21.9,20.8
"954","11/08/2002",16.1,17.8
"955","12/08/2002",19,17.4
"956","13/08/2002",28.4,25.4
"957","14/08/2002",26.7,28.8
"958","15/08/2002",36.8,34.8
"959","16/08/2002",29.3,30.1
"960","17/08/2002",27.6,34.8
"961","18/08/2002",17.5,19.5
"962","19/08/2002",14.8,16.4
"963","20/08/2002",25.9,24.7
"964","21/08/2002",21.9,20.2
"965","22/08/2002",27.3,21.9
"966","23/08/2002",25.5,20.4
"967","24/08/2002",16.5,17.2
"968","25/08/2002",17.6,17.5
"969","26/08/2002",18.3,15.2
"970","27/08/2002",24.7,20.9
"971","28/08/2002",36.8,27.8
"972","29/08/2002",20.5,25.2
"973","30/08/2002",9.3,13.1
"974","31/08/2002",10.1,14
"975","01/09/2002",18.7,NA
"976","02/09/2002",26.8,NA
"977","03/09/2002",30.6,NA
"978","04/09/2002",32.6,NA
"979","05/09/2002",31.2,NA
"980","06/09/2002",19.4,NA
"981","07/09/2002",10.3,NA
"982","08/09/2002",16.1,NA
"983","09/09/2002",19.9,NA
"984","10/09/2002",14.9,NA
"985","11/09/2002",36.2,NA
"986","12/09/2002",NA,NA
"987","13/09/2002",NA,NA
"988","14/09/2002",21.3,NA
"989","15/09/2002",15.4,NA
"990","16/09/2002",22.2,NA
"991","17/09/2002",23.2,NA
"992","18/09/2002",21.5,NA
"993","19/09/2002",24.5,NA
"994","20/09/2002",28.9,NA
"995","21/09/2002",34,NA
"996","22/09/2002",15.8,NA
"997","23/09/2002",20.6,NA
"998","24/09/2002",18.5,NA
"999","25/09/2002",26.3,NA
"1000","26/09/2002",25.5,NA
"1001","27/09/2002",35.8,NA
"1002","28/09/2002",27.4,NA
"1003","29/09/2002",17.5,NA
"1004","30/09/2002",26.7,NA
"1005","01/10/2002",42.5,NA
"1006","02/10/2002",25.9,NA
"1007","03/10/2002",20.4,NA
"1008","04/10/2002",23.4,NA
"1009","05/10/2002",16.6,NA
"1010","06/10/2002",15.1,NA
"1011","07/10/2002",22.2,NA
"1012","08/10/2002",19.8,NA
"1013","09/10/2002",30.2,NA
"1014","10/10/2002",32.1,NA
"1015","11/10/2002",35,NA
"1016","12/10/2002",22.5,NA
"1017","13/10/2002",15.6,NA
"1018","14/10/2002",23.1,NA
"1019","15/10/2002",14,NA
"1020","16/10/2002",17.4,NA
"1021","17/10/2002",18.9,NA
"1022","18/10/2002",25.3,NA
"1023","19/10/2002",19.2,NA
"1024","20/10/2002",26.2,NA
"1025","21/10/2002",22.4,NA
"1026","22/10/2002",12.3,NA
"1027","23/10/2002",9,NA
"1028","24/10/2002",17.2,NA
"1029","25/10/2002",11.9,NA
"1030","26/10/2002",19.9,NA
"1031","27/10/2002",18.4,NA
"1032","28/10/2002",20.9,NA
"1033","29/10/2002",20.8,NA
"1034","30/10/2002",26,NA
"1035","31/10/2002",30.6,NA
"1036","01/11/2002",17.8,NA
"1037","02/11/2002",15.9,NA
"1038","03/11/2002",18.8,NA
"1039","04/11/2002",32.4,NA
"1040","05/11/2002",25,NA
"1041","06/11/2002",16.3,NA
"1042","07/11/2002",15.4,NA
"1043","08/11/2002",10.5,NA
"1044","09/11/2002",24.8,NA
"1045","10/11/2002",11.9,NA
"1046","11/11/2002",19.3,NA
"1047","12/11/2002",14.8,NA
"1048","13/11/2002",11.2,NA
"1049","14/11/2002",13.9,NA
"1050","15/11/2002",22.2,NA
"1051","16/11/2002",30.8,NA
"1052","17/11/2002",28.9,NA
"1053","18/11/2002",35.8,NA
"1054","19/11/2002",15.9,NA
"1055","20/11/2002",15.4,NA
"1056","21/11/2002",12.6,NA
"1057","22/11/2002",12.6,NA
"1058","23/11/2002",14.5,NA
"1059","24/11/2002",16.1,NA
"1060","25/11/2002",23.3,NA
"1061","26/11/2002",16.5,NA
"1062","27/11/2002",15.4,NA
"1063","28/11/2002",17.5,NA
"1064","29/11/2002",23.6,NA
"1065","30/11/2002",17.3,NA
"1066","01/12/2002",9.4,NA
"1067","02/12/2002",14.9,NA
"1068","03/12/2002",23.4,NA
"1069","04/12/2002",18.6,NA
"1070","05/12/2002",28.5,NA
"1071","06/12/2002",27.9,NA
"1072","07/12/2002",19,NA
"1073","08/12/2002",28.5,NA
"1074","09/12/2002",30.1,NA
"1075","10/12/2002",34,NA
"1076","11/12/2002",39,NA
"1077","12/12/2002",50.1,NA
"1078","13/12/2002",45.1,NA
"1079","14/12/2002",24.6,NA
"1080","15/12/2002",18.3,NA
"1081","16/12/2002",26,NA
"1082","17/12/2002",35.4,NA
"1083","18/12/2002",21.6,NA
"1084","19/12/2002",23.3,NA
"1085","20/12/2002",36.1,NA
"1086","21/12/2002",29.4,NA
"1087","22/12/2002",7.3,NA
"1088","23/12/2002",10.4,NA
"1089","24/12/2002",22.9,NA
"1090","25/12/2002",15.6,NA
"1091","26/12/2002",12.6,NA
"1092","27/12/2002",19.9,NA
"1093","28/12/2002",13.2,NA
"1094","29/12/2002",9.8,NA
"1095","30/12/2002",12.1,NA
"1096","31/12/2002",16.6,NA
"1097","01/01/2003",47.5,NA
"1098","02/01/2003",42.1,NA
"1099","03/01/2003",12.8,NA
"1100","04/01/2003",NA,NA
"1101","05/01/2003",NA,NA
"1102","06/01/2003",NA,NA
"1103","07/01/2003",NA,NA
"1104","08/01/2003",NA,NA
"1105","09/01/2003",NA,NA
"1106","10/01/2003",NA,NA
"1107","11/01/2003",NA,NA
"1108","12/01/2003",NA,NA
"1109","13/01/2003",NA,NA
"1110","14/01/2003",NA,NA
"1111","15/01/2003",NA,NA
"1112","16/01/2003",NA,NA
"1113","17/01/2003",NA,NA
"1114","18/01/2003",NA,NA
"1115","19/01/2003",NA,NA
"1116","20/01/2003",NA,NA
"1117","21/01/2003",NA,NA
"1118","22/01/2003",NA,NA
"1119","23/01/2003",NA,NA
"1120","24/01/2003",NA,NA
"1121","25/01/2003",NA,NA
"1122","26/01/2003",NA,NA
"1123","27/01/2003",NA,NA
"1124","28/01/2003",NA,NA
"1125","29/01/2003",NA,NA
"1126","30/01/2003",NA,NA
"1127","31/01/2003",NA,NA
"1128","01/02/2003",NA,NA
"1129","02/02/2003",NA,NA
"1130","03/02/2003",NA,NA
"1131","04/02/2003",NA,NA
"1132","05/02/2003",NA,NA
"1133","06/02/2003",NA,NA
"1134","07/02/2003",NA,NA
"1135","08/02/2003",NA,NA
"1136","09/02/2003",NA,NA
"1137","10/02/2003",NA,NA
"1138","11/02/2003",NA,NA
"1139","12/02/2003",NA,NA
"1140","13/02/2003",NA,NA
"1141","14/02/2003",NA,NA
"1142","15/02/2003",NA,NA
"1143","16/02/2003",NA,NA
"1144","17/02/2003",NA,NA
"1145","18/02/2003",NA,NA
"1146","19/02/2003",NA,NA
"1147","20/02/2003",NA,NA
"1148","21/02/2003",NA,NA
"1149","22/02/2003",NA,NA
"1150","23/02/2003",NA,NA
"1151","24/02/2003",NA,NA
"1152","25/02/2003",NA,NA
"1153","26/02/2003",NA,NA
"1154","27/02/2003",NA,NA
"1155","28/02/2003",NA,NA
"1156","01/03/2003",NA,NA
"1157","02/03/2003",NA,NA
"1158","03/03/2003",NA,NA
"1159","04/03/2003",NA,NA
"1160","05/03/2003",NA,NA
"1161","06/03/2003",NA,NA
"1162","07/03/2003",NA,NA
"1163","08/03/2003",NA,NA
"1164","09/03/2003",NA,NA
"1165","10/03/2003",NA,NA
"1166","11/03/2003",NA,NA
"1167","12/03/2003",NA,NA
"1168","13/03/2003",NA,NA
"1169","14/03/2003",NA,NA
"1170","15/03/2003",NA,NA
"1171","16/03/2003",NA,NA
"1172","17/03/2003",NA,NA
"1173","18/03/2003",NA,NA
"1174","19/03/2003",NA,NA
"1175","20/03/2003",NA,NA
"1176","21/03/2003",NA,NA
"1177","22/03/2003",NA,NA
"1178","23/03/2003",NA,NA
"1179","24/03/2003",NA,NA
"1180","25/03/2003",NA,NA
"1181","26/03/2003",NA,NA
"1182","27/03/2003",NA,NA
"1183","28/03/2003",NA,NA
"1184","29/03/2003",NA,NA
"1185","30/03/2003",NA,NA
"1186","31/03/2003",NA,NA
"1187","01/04/2003",NA,NA
"1188","02/04/2003",NA,NA
"1189","03/04/2003",NA,NA
"1190","04/04/2003",NA,NA
"1191","05/04/2003",NA,NA
"1192","06/04/2003",NA,NA
"1193","07/04/2003",NA,NA
"1194","08/04/2003",NA,NA
"1195","09/04/2003",NA,NA
"1196","10/04/2003",NA,NA
"1197","11/04/2003",NA,NA
"1198","12/04/2003",NA,NA
"1199","13/04/2003",NA,NA
"1200","14/04/2003",NA,NA
"1201","15/04/2003",NA,NA
"1202","16/04/2003",NA,NA
"1203","17/04/2003",NA,NA
"1204","18/04/2003",NA,NA
"1205","19/04/2003",NA,NA
"1206","20/04/2003",NA,NA
"1207","21/04/2003",NA,NA
"1208","22/04/2003",NA,NA
"1209","23/04/2003",NA,NA
"1210","24/04/2003",NA,NA
"1211","25/04/2003",NA,26
"1212","26/04/2003",NA,13.7
"1213","27/04/2003",NA,19.4
"1214","28/04/2003",NA,11.2
"1215","29/04/2003",NA,15.5
"1216","30/04/2003",NA,15.4
"1217","01/05/2003",NA,14.6
"1218","02/05/2003",NA,12.4
"1219","03/05/2003",NA,14.1
"1220","04/05/2003",NA,16.1
"1221","05/05/2003",NA,12.6
"1222","06/05/2003",NA,13.3
"1223","07/05/2003",NA,19
"1224","08/05/2003",NA,20.7
"1225","09/05/2003",NA,25.3
"1226","10/05/2003",NA,13.5
"1227","11/05/2003",NA,11.5
"1228","12/05/2003",NA,12.1
"1229","13/05/2003",NA,10.6
"1230","14/05/2003",NA,13.7
"1231","15/05/2003",NA,19.8
"1232","16/05/2003",NA,20.3
"1233","17/05/2003",NA,17.9
"1234","18/05/2003",NA,22.6
"1235","19/05/2003",NA,15.5
"1236","20/05/2003",NA,17.7
"1237","21/05/2003",NA,18.2
"1238","22/05/2003",NA,15.6
"1239","23/05/2003",NA,16.1
"1240","24/05/2003",NA,13.1
"1241","25/05/2003",NA,9.6
"1242","26/05/2003",NA,13.4
"1243","27/05/2003",NA,20.9
"1244","28/05/2003",NA,29.4
"1245","29/05/2003",NA,NA
"1246","30/05/2003",NA,NA
"1247","31/05/2003",NA,NA
"1248","01/06/2003",NA,21.9
"1249","02/06/2003",NA,16.6
"1250","03/06/2003",NA,22.7
"1251","04/06/2003",NA,19.1
"1252","05/06/2003",NA,12.3
"1253","06/06/2003",NA,13.9
"1254","07/06/2003",NA,15.3
"1255","08/06/2003",NA,15.5
"1256","09/06/2003",NA,17.2
"1257","10/06/2003",NA,26.9
"1258","11/06/2003",NA,19.1
"1259","12/06/2003",NA,18.9
"1260","13/06/2003",15.5,17.8
"1261","14/06/2003",20.1,21.3
"1262","15/06/2003",20.9,22
"1263","16/06/2003",23.6,35
"1264","17/06/2003",30,37.2
"1265","18/06/2003",16.2,17.5
"1266","19/06/2003",10.4,12.6
"1267","20/06/2003",11.2,16.3
"1268","21/06/2003",19.4,26.4
"1269","22/06/2003",24,28.9
"1270","23/06/2003",8.3,12.7
"1271","24/06/2003",15.6,15.6
"1272","25/06/2003",20.5,17.7
"1273","26/06/2003",34,28.4
"1274","27/06/2003",25.5,25.4
"1275","28/06/2003",12.5,14.6
"1276","29/06/2003",26.5,21.6
"1277","30/06/2003",18.8,20.7
"1278","01/07/2003",16.7,14.4
"1279","02/07/2003",23.9,17.7
"1280","03/07/2003",20.5,16.9
"1281","04/07/2003",18,12.7
"1282","05/07/2003",22.3,24.9
"1283","06/07/2003",21.3,19.8
"1284","07/07/2003",22.3,22.8
"1285","08/07/2003",20.3,19.1
"1286","09/07/2003",28.6,25.8
"1287","10/07/2003",25,23.5
"1288","11/07/2003",17.2,18.3
"1289","12/07/2003",27.8,24.4
"1290","13/07/2003",28.1,24.3
"1291","14/07/2003",34.7,25.1
"1292","15/07/2003",41.3,31.5
"1293","16/07/2003",39,31.3
"1294","17/07/2003",10.5,13
"1295","18/07/2003",16,15.9
"1296","19/07/2003",16,20.9
"1297","20/07/2003",16.4,14.9
"1298","21/07/2003",16.9,15.9
"1299","22/07/2003",18,15.2
"1300","23/07/2003",12.8,13.2
"1301","24/07/2003",13.5,13.3
"1302","25/07/2003",10.2,12
"1303","26/07/2003",12.8,11.4
"1304","27/07/2003",12.7,13.6
"1305","28/07/2003",21.5,18.5
"1306","29/07/2003",15.4,14.3
"1307","30/07/2003",15.5,14.4
"1308","31/07/2003",17.2,19.7
"1309","01/08/2003",21.5,21.8
"1310","02/08/2003",16.8,15.8
"1311","03/08/2003",30.8,23.9
"1312","04/08/2003",45.3,36.5
"1313","05/08/2003",33.2,29.8
"1314","06/08/2003",53.3,46.7
"1315","07/08/2003",48,42.6
"1316","08/08/2003",65.3,53.9
"1317","09/08/2003",60.7,48.3
"1318","10/08/2003",69.9,54.8
"1319","11/08/2003",57.5,49.4
"1320","12/08/2003",NA,42.4
"1321","13/08/2003",NA,30.5
"1322","14/08/2003",21.3,16.5
"1323","15/08/2003",22.8,17.1
"1324","16/08/2003",20.3,15.6
"1325","17/08/2003",26.3,21.6
"1326","18/08/2003",28.5,23.1
"1327","19/08/2003",16,11
"1328","20/08/2003",24.5,16.9
"1329","21/08/2003",20.3,16.4
"1330","22/08/2003",19.9,15.1
"1331","23/08/2003",21.2,15.6
"1332","24/08/2003",23.2,15.9
"1333","25/08/2003",13.6,13.2
"1334","26/08/2003",25.6,19.5
"1335","27/08/2003",24.9,19.3
"1336","28/08/2003",25.1,16.3
"1337","29/08/2003",17.5,15.4
"1338","30/08/2003",17.5,15.1
"1339","31/08/2003",19.5,14.5
"1340","01/09/2003",22.7,18.9
"1341","02/09/2003",30.1,23.1
"1342","03/09/2003",37.3,33
"1343","04/09/2003",35.9,33.4
"1344","05/09/2003",34.1,30.6
"1345","06/09/2003",19.5,21
"1346","07/09/2003",14.3,11.2
"1347","08/09/2003",25.1,19.7
"1348","09/09/2003",17.9,14.6
"1349","10/09/2003",14.3,11.2
"1350","11/09/2003",22.3,21.9
"1351","12/09/2003",22.7,20.3
"1352","13/09/2003",27.4,29.2
"1353","14/09/2003",26.8,26.6
"1354","15/09/2003",33.1,31.8
"1355","16/09/2003",33.8,30.6
"1356","17/09/2003",36.2,37.6
"1357","18/09/2003",37.6,38.4
"1358","19/09/2003",36.8,36.2
"1359","20/09/2003",41.7,44
"1360","21/09/2003",31.9,26.5
"1361","22/09/2003",17.4,18.2
"1362","23/09/2003",15.6,13.2
"1363","24/09/2003",25,18.6
"1364","25/09/2003",30.2,25.4
"1365","26/09/2003",33.1,23.8
"1366","27/09/2003",18.6,15.6
"1367","28/09/2003",20.4,15.3
"1368","29/09/2003",20.1,15.4
"1369","30/09/2003",23.5,26.5
"1370","01/10/2003",32.3,22.7
"1371","02/10/2003",38.7,24.9
"1372","03/10/2003",25.5,22.4
"1373","04/10/2003",10.7,11.7
"1374","05/10/2003",7.2,8.3
"1375","06/10/2003",14.4,12.8
"1376","07/10/2003",19.7,15.3
"1377","08/10/2003",19.5,16.2
"1378","09/10/2003",16.8,14.4
"1379","10/10/2003",15.8,13.2
"1380","11/10/2003",28.6,23.5
"1381","12/10/2003",23.8,21.8
"1382","13/10/2003",28.8,25.9
"1383","14/10/2003",30.3,23.9
"1384","15/10/2003",27.6,22.2
"1385","16/10/2003",28.6,19.2
"1386","17/10/2003",27.7,20.1
"1387","18/10/2003",28.8,22.3
"1388","19/10/2003",17.8,14.2
"1389","20/10/2003",23.1,15.2
"1390","21/10/2003",25.1,17.7
"1391","22/10/2003",22.3,15.8
"1392","23/10/2003",21,15.1
"1393","24/10/2003",23.2,13.8
"1394","25/10/2003",14.5,14.1
"1395","26/10/2003",17.8,12.4
"1396","27/10/2003",38.1,36.7
"1397","28/10/2003",34.1,30.7
"1398","29/10/2003",14.7,18.8
"1399","30/10/2003",8.1,13.2
"1400","31/10/2003",16.2,14.6
"1401","01/11/2003",17.5,16.6
"1402","02/11/2003",16.2,15.7
"1403","03/11/2003",15.9,22
"1404","04/11/2003",17.6,28.8
"1405","05/11/2003",22.3,41.9
"1406","06/11/2003",41.3,45.1
"1407","07/11/2003",35.5,29.6
"1408","08/11/2003",24,33.1
"1409","09/11/2003",29.8,33.9
"1410","10/11/2003",30.2,31.2
"1411","11/11/2003",21.3,32.9
"1412","12/11/2003",18.6,15.4
"1413","13/11/2003",19.5,21.5
"1414","14/11/2003",19.5,21.8
"1415","15/11/2003",24.9,19.4
"1416","16/11/2003",18.8,14.3
"1417","17/11/2003",15.4,13.2
"1418","18/11/2003",9.8,12.2
"1419","19/11/2003",15.3,16.6
"1420","20/11/2003",17,20.2
"1421","21/11/2003",21.3,18.2
"1422","22/11/2003",8,11.5
"1423","23/11/2003",9.6,10.7
"1424","24/11/2003",24.3,19.2
"1425","25/11/2003",12.6,18.4
"1426","26/11/2003",9.9,14.2
"1427","27/11/2003",43.6,32.9
"1428","28/11/2003",26.5,32
"1429","29/11/2003",12.9,14.1
"1430","30/11/2003",13.3,18.1
"1431","01/12/2003",17.9,15.1
"1432","02/12/2003",25.8,27.6
"1433","03/12/2003",31.3,27.2
"1434","04/12/2003",25.5,20.9
"1435","05/12/2003",33.9,24.7
"1436","06/12/2003",29.7,26.2
"1437","07/12/2003",15.7,16.7
"1438","08/12/2003",24.5,27.5
"1439","09/12/2003",42.1,41.6
"1440","10/12/2003",26.1,27
"1441","11/12/2003",18,16.7
"1442","12/12/2003",14.8,21.1
"1443","13/12/2003",3.9,NA
"1444","14/12/2003",13.6,NA
"1445","15/12/2003",23.2,NA
"1446","16/12/2003",35.3,28.3
"1447","17/12/2003",31.4,41.3
"1448","18/12/2003",34.9,43.5
"1449","19/12/2003",42.4,42.1
"1450","20/12/2003",11.5,13.9
"1451","21/12/2003",9.7,8.5
"1452","22/12/2003",16,11.8
"1453","23/12/2003",12.4,11.2
"1454","24/12/2003",6.8,11.3
"1455","25/12/2003",3.1,5.9
"1456","26/12/2003",6.7,7.9
"1457","27/12/2003",8.3,8.7
"1458","28/12/2003",11.4,11.4
"1459","29/12/2003",16.2,13.5
"1460","30/12/2003",19.2,29.5
"1461","31/12/2003",18,29.4
"1462","01/01/2004",11.6,8.6
"1463","02/01/2004",22.1,17.8
"1464","03/01/2004",23.1,23.4
"1465","04/01/2004",23.6,18.6
"1466","05/01/2004",16.8,29
"1467","06/01/2004",15.9,14.5
"1468","07/01/2004",15.4,17.3
"1469","08/01/2004",11.8,13.2
"1470","09/01/2004",15.2,15.2
"1471","10/01/2004",25.1,22.2
"1472","11/01/2004",6.5,7.7
"1473","12/01/2004",16.1,15.4
"1474","13/01/2004",14.7,15.4
"1475","14/01/2004",11.8,11.9
"1476","15/01/2004",16,13.7
"1477","16/01/2004",13.3,11.3
"1478","17/01/2004",18.9,13.3
"1479","18/01/2004",20.1,16.7
"1480","19/01/2004",13,8.9
"1481","20/01/2004",17.5,9
"1482","21/01/2004",16.9,13.4
"1483","22/01/2004",14.6,17.7
"1484","23/01/2004",10.4,16.6
"1485","24/01/2004",15.9,16.4
"1486","25/01/2004",21.7,21.6
"1487","26/01/2004",28.2,22.3
"1488","27/01/2004",21.9,13.9
"1489","28/01/2004",16,NA
"1490","29/01/2004",26.5,14.8
"1491","30/01/2004",23.3,19.3
"1492","31/01/2004",18.4,17.2
"1493","01/02/2004",23.3,20.8
"1494","02/02/2004",21.5,20.2
"1495","03/02/2004",20.6,19.6
"1496","04/02/2004",34.8,33.1
"1497","05/02/2004",16.9,17.9
"1498","06/02/2004",12,12.9
"1499","07/02/2004",9.1,12.6
"1500","08/02/2004",15.4,13.6
"1501","09/02/2004",31.8,20.3
"1502","10/02/2004",27.1,26.9
"1503","11/02/2004",27.8,21
"1504","12/02/2004",21,25.4
"1505","13/02/2004",28,24.7
"1506","14/02/2004",24.9,20.7
"1507","15/02/2004",18.5,13.4
"1508","16/02/2004",33.7,22.8
"1509","17/02/2004",34.3,25.6
"1510","18/02/2004",18.3,15.3
"1511","19/02/2004",19.2,15.2
"1512","20/02/2004",26.8,22.6
"1513","21/02/2004",32.7,26.9
"1514","22/02/2004",17.8,17.2
"1515","23/02/2004",22.3,16.8
"1516","24/02/2004",18.8,14.8
"1517","25/02/2004",24,11.1
"1518","26/02/2004",35.2,16.2
"1519","27/02/2004",29,15.7
"1520","28/02/2004",27.7,16.2
"1521","29/02/2004",32.2,20.1
"1522","01/03/2004",57,30.1
"1523","02/03/2004",47.3,31.5
"1524","03/03/2004",28,32.3
"1525","04/03/2004",37.9,29.4
"1526","05/03/2004",36.1,31.1
"1527","06/03/2004",28.6,20.9
"1528","07/03/2004",15.5,12.5
"1529","08/03/2004",23.8,16.1
"1530","09/03/2004",22.5,15.1
"1531","10/03/2004",35.7,23.1
"1532","11/03/2004",24.5,30.1
"1533","12/03/2004",25.2,28.3
"1534","13/03/2004",12,13.5
"1535","14/03/2004",17.9,14.6
"1536","15/03/2004",21.6,23
"1537","16/03/2004",12.6,16.5
"1538","17/03/2004",20,21
"1539","18/03/2004",13.3,21.8
"1540","19/03/2004",12.8,15.3
"1541","20/03/2004",11.4,13
"1542","21/03/2004",15.3,14.5
"1543","22/03/2004",15.7,12
"1544","23/03/2004",18.8,12.7
"1545","24/03/2004",17.1,13.9
"1546","25/03/2004",21.5,18
"1547","26/03/2004",21.8,15.1
"1548","27/03/2004",23.5,23.3
"1549","28/03/2004",22.2,21.9
"1550","29/03/2004",35.5,25.5
"1551","30/03/2004",35.1,25.1
"1552","31/03/2004",37,34.2
"1553","01/04/2004",16.9,23.8
"1554","02/04/2004",NA,16.1
"1555","03/04/2004",18.2,18.2
"1556","04/04/2004",10.7,9.4
"1557","05/04/2004",16.6,13.4
"1558","06/04/2004",16.4,10.5
"1559","07/04/2004",17.8,12.3
"1560","08/04/2004",18.7,13.4
"1561","09/04/2004",21.2,17.8
"1562","10/04/2004",16.5,19.2
"1563","11/04/2004",26.3,19.6
"1564","12/04/2004",31.7,23.9
"1565","13/04/2004",24.2,19.3
"1566","14/04/2004",19.8,23.6
"1567","15/04/2004",19.6,25.3
"1568","16/04/2004",18.2,30.4
"1569","17/04/2004",15.3,19.2
"1570","18/04/2004",6.3,6.4
"1571","19/04/2004",11,15.5
"1572","20/04/2004",16.4,19.2
"1573","21/04/2004",18.3,18.7
"1574","22/04/2004",17.5,23.3
"1575","23/04/2004",27.6,48
"1576","24/04/2004",29.2,27
"1577","25/04/2004",32.5,31.2
"1578","26/04/2004",39.2,34.1
"1579","27/04/2004",34,32.3
